customer_id,product_id,amount
7381,3,293
7381,4,72
7381,5,97
7381,6,30
4099,1,10
4099,2,2
4099,3,16
4099,4,11
4099,5,2
4099,6,21
9560,1,856
9560,2,61
9560,3,570
9560,4,40
9560,5,25
9560,6,122
1150,1,755
1150,2,144
1150,3,562
1150,4,104
1150,5,64
1150,6,224
10172,1,456
10172,2,19
10172,3,832
10172,4,75
10172,5,118
10172,6,38
11191,1,37
11191,2,32
11191,3,38
11191,4,11
11191,5,3
11191,6,18
9707,1,1103
9707,2,0
9707,3,45
9707,4,0
9707,5,0
9707,6,34
6245,1,378
6245,2,14
6245,3,68
6245,4,19
6245,5,14
6245,6,14
8234,1,1
8234,2,6
8234,3,7
8234,4,0
8234,5,1
8234,6,3
1411,1,204
1411,2,34
1411,3,204
1411,4,172
1411,5,153
1411,6,173
8553,1,30
8553,2,0
8553,3,9
8553,4,0
8553,5,0
8553,6,3
1826,1,189
1826,2,104
1826,3,379
1826,4,111
1826,5,189
1826,6,218
8842,1,15
8842,2,0
8842,3,12
8842,4,7
8842,5,3
8842,6,7
11030,1,9
11030,2,0
11030,3,3
11030,4,0
11030,5,0
11030,6,4
2579,1,495
2579,2,33
2579,3,255
2579,4,11
2579,5,33
2579,6,8
175,1,656
175,2,80
175,3,455
175,4,52
175,5,107
175,6,93
9185,1,452
9185,2,20
9185,3,514
9185,4,13
9185,5,30
9185,6,0
11056,1,546
11056,2,91
11056,3,410
11056,4,119
11056,5,0
11056,6,22
9365,1,1048
9365,2,0
9365,3,217
9365,4,0
9365,5,0
9365,6,12
6201,1,22
6201,2,2
6201,3,14
6201,4,0
6201,5,1
6201,6,10
2061,1,78
2061,2,0
2061,3,11
2061,4,0
2061,5,0
2061,6,10
6184,1,561
6184,2,64
6184,3,785
6184,4,84
6184,5,128
6184,6,48
6142,1,629
6142,2,17
6142,3,177
6142,4,69
6142,5,0
6142,6,8
4107,1,269
4107,2,15
4107,3,69
4107,4,15
4107,5,19
4107,6,38
7274,1,736
7274,2,163
7274,3,818
7274,4,212
7274,5,163
7274,6,61
9336,1,512
9336,2,0
9336,3,83
9336,4,0
9336,5,0
9336,6,41
2958,1,19
2958,2,3
2958,3,10
2958,4,11
2958,5,8
2958,6,6
933,1,9
933,2,0
933,3,6
933,4,4
933,5,1
933,6,5
5837,1,247
5837,2,8
5837,3,160
5837,4,6
5837,5,8
5837,6,65
10704,1,404
10704,2,0
10704,3,92
10704,4,28
10704,5,27
10704,6,142
5125,1,333
5125,2,0
5125,3,815
5125,4,129
5125,5,42
5125,6,29
4432,1,2
4432,2,3
4432,3,20
4432,4,6
4432,5,11
4432,6,9
5955,1,833
5955,2,33
5955,3,549
5955,4,151
5955,5,133
5955,6,233
2928,1,789
2928,2,0
2928,3,142
2928,4,12
2928,5,9
2928,6,38
5680,1,10
5680,2,4
5680,3,7
5680,4,0
5680,5,6
5680,6,3
10313,1,159
10313,2,4
10313,3,45
10313,4,6
10313,5,2
10313,6,38
2557,1,7
2557,2,1
2557,3,6
2557,4,3
2557,5,1
2557,6,11
1245,1,977
1245,2,12
1245,3,253
1245,4,16
1245,5,12
1245,6,101
1519,1,38
1519,2,4
1519,3,22
1519,4,3
1519,5,3
1519,6,3
10703,1,57
10703,2,0
10703,3,27
10703,4,0
10703,5,0
10703,6,36
1726,1,3
1726,2,9
1726,3,15
1726,4,13
1726,5,2
1726,6,39
4459,1,10
4459,2,4
4459,3,14
4459,4,4
4459,5,4
4459,6,1
1729,1,1043
1729,2,24
1729,3,97
1729,4,32
1729,5,24
1729,6,157
1517,1,3
1517,2,9
1517,3,13
1517,4,2
1517,5,12
1517,6,12
2098,1,11
2098,2,0
2098,3,5
2098,4,0
2098,5,0
2098,6,1
9543,1,3
9543,2,6
9543,3,5
9543,4,0
9543,5,2
9543,6,6
6878,1,43
6878,2,12
6878,3,96
6878,4,78
6878,5,40
6878,6,55
3310,1,73
3310,2,3
3310,3,90
3310,4,12
3310,5,1
3310,6,32
2724,1,12
2724,2,0
2724,3,1
2724,4,0
2724,5,0
2724,6,6
948,1,4
948,2,7
948,3,7
948,4,6
948,5,4
948,6,13
6720,1,314
6720,2,11
6720,3,53
6720,4,4
6720,5,3
6720,6,107
6202,1,571
6202,2,50
6202,3,142
6202,4,33
6202,5,50
6202,6,159
2066,1,70
2066,2,0
2066,3,11
2066,4,2
2066,5,8
2066,6,23
9799,1,866
9799,2,21
9799,3,151
9799,4,28
9799,5,21
9799,6,86
8318,1,594
8318,2,134
8318,3,786
8318,4,33
8318,5,134
8318,6,57
5642,1,140
5642,2,4
5642,3,61
5642,4,0
5642,5,13
5642,6,4
2669,1,375
2669,2,152
2669,3,335
2669,4,93
2669,5,91
2669,6,81
455,1,102
455,2,9
455,3,63
455,4,2
455,5,9
455,6,24
7683,1,554
7683,2,35
7683,3,113
7683,4,0
7683,5,7
7683,6,78
3428,1,919
3428,2,0
3428,3,505
3428,4,99
3428,5,30
3428,6,45
7414,1,96
7414,2,1
7414,3,42
7414,4,12
7414,5,3
7414,6,32
6354,1,5
6354,2,2
6354,3,16
6354,4,3
6354,5,2
6354,6,19
798,1,2
798,2,0
798,3,6
798,4,8
798,5,6
798,6,5
8213,1,6
8213,2,4
8213,3,9
8213,4,6
8213,5,36
8213,6,35
2488,1,23
2488,2,1
2488,3,25
2488,4,0
2488,5,8
2488,6,7
9999,1,610
9999,2,105
9999,3,125
9999,4,137
9999,5,42
9999,6,21
7617,1,67
7617,2,5
7617,3,61
7617,4,3
7617,5,8
7617,6,19
615,1,65
615,2,36
615,3,74
615,4,38
615,5,20
615,6,110
2552,1,416
2552,2,0
2552,3,26
2552,4,0
2552,5,0
2552,6,4
194,1,23
194,2,0
194,3,11
194,4,3
194,5,2
194,6,2
3645,1,19
3645,2,3
3645,3,26
3645,4,10
3645,5,9
3645,6,3
8890,1,155
8890,2,7
8890,3,80
8890,4,13
8890,5,7
8890,6,10
5049,1,14
5049,2,0
5049,3,24
5049,4,3
5049,5,3
5049,6,2
9973,1,370
9973,2,9
9973,3,92
9973,4,6
9973,5,9
9973,6,4
7301,1,4
7301,2,22
7301,3,11
7301,4,3
7301,5,7
7301,6,32
10882,1,407
10882,2,53
10882,3,221
10882,4,58
10882,5,150
10882,6,26
7030,1,1200
7030,2,0
7030,3,204
7030,4,38
7030,5,29
7030,6,14
7422,1,85
7422,2,44
7422,3,54
7422,4,102
7422,5,78
7422,6,6
3523,1,583
3523,2,34
3523,3,309
3523,4,0
3523,5,22
3523,6,125
7106,1,483
7106,2,0
7106,3,591
7106,4,156
7106,5,0
7106,6,12
6504,1,2
6504,2,5
6504,3,9
6504,4,28
6504,5,6
6504,6,28
5067,1,966
5067,2,26
5067,3,282
5067,4,52
5067,5,26
5067,6,26
4216,1,822
4216,2,114
4216,3,108
4216,4,179
4216,5,137
4216,6,114
8581,1,604
8581,2,0
8581,3,100
8581,4,19
8581,5,0
8581,6,28
5929,1,19
5929,2,3
5929,3,19
5929,4,3
5929,5,1
5929,6,3
3129,1,5
3129,2,3
3129,3,11
3129,4,12
3129,5,5
3129,6,9
6528,1,2
6528,2,2
6528,3,2
6528,4,2
6528,5,1
6528,6,1
1361,1,1076
1361,2,68
1361,3,103
1361,4,29
1361,5,91
1361,6,68
6932,1,1285
6932,2,42
6932,3,716
6932,4,55
6932,5,0
6932,6,21
7284,1,10
7284,2,0
7284,3,7
7284,4,2
7284,5,0
7284,6,1
1340,1,551
1340,2,137
1340,3,792
1340,4,179
1340,5,103
1340,6,33
8746,1,800
8746,2,0
8746,3,297
8746,4,0
8746,5,34
8746,6,57
5987,1,2
5987,2,2
5987,3,11
5987,4,10
5987,5,6
5987,6,12
3767,1,378
3767,2,0
3767,3,189
3767,4,97
3767,5,172
3767,6,172
3725,1,1248
3725,2,16
3725,3,349
3725,4,43
3725,5,16
3725,6,16
4324,1,235
4324,2,0
4324,3,235
4324,4,19
4324,5,4
4324,6,191
238,1,515
238,2,47
238,3,181
238,4,149
238,5,95
238,6,95
6694,1,438
6694,2,66
6694,3,400
6694,4,12
6694,5,38
6694,6,114
498,1,25
498,2,0
498,3,22
498,4,2
498,5,3
498,6,5
9347,1,31
9347,2,0
9347,3,7
9347,4,2
9347,5,0
9347,6,6
9699,1,357
9699,2,35
9699,3,271
9699,4,28
9699,5,28
9699,6,14
10664,1,400
10664,2,4
10664,3,35
10664,4,6
10664,5,0
10664,6,22
5455,1,99
5455,2,0
5455,3,15
5455,4,2
5455,5,1
5455,6,5
456,1,1
456,2,11
456,3,5
456,4,4
456,5,6
456,6,9
5012,1,5
5012,2,4
5012,3,13
5012,4,8
5012,5,0
5012,6,4
7495,1,77
7495,2,28
7495,3,31
7495,4,16
7495,5,0
7495,6,4
5029,1,3
5029,2,1
5029,3,2
5029,4,4
5029,5,3
5029,6,1
10642,1,10
10642,2,4
10642,3,14
10642,4,4
10642,5,4
10642,6,1
2106,1,0
2106,2,6
2106,3,3
2106,4,7
2106,5,6
2106,6,12
10364,1,0
10364,2,0
10364,3,1
10364,4,2
10364,5,12
10364,6,5
5954,1,76
5954,2,14
5954,3,74
5954,4,13
5954,5,5
5954,6,10
1137,1,398
1137,2,190
1137,3,537
1137,4,61
1137,5,156
1137,6,37
2541,1,14
2541,2,7
2541,3,11
2541,4,11
2541,5,0
2541,6,5
1142,1,208
1142,2,7
1142,3,82
1142,4,30
1142,5,66
1142,6,35
2276,1,430
2276,2,16
2276,3,322
2276,4,43
2276,5,24
2276,6,33
2807,1,656
2807,2,38
2807,3,161
2807,4,62
2807,5,47
2807,6,37
6471,1,14
6471,2,2
6471,3,30
6471,4,8
6471,5,2
6471,6,3
6131,1,141
6131,2,70
6131,3,106
6131,4,72
6131,5,19
6131,6,23
6233,1,507
6233,2,19
6233,3,364
6233,4,25
6233,5,47
6233,6,9
4148,1,164
4148,2,24
4148,3,103
4148,4,12
4148,5,3
4148,6,42
4947,1,606
4947,2,24
4947,3,974
4947,4,197
4947,5,194
4947,6,64
3225,1,116
3225,2,11
3225,3,72
3225,4,3
3225,5,17
3225,6,46
7540,1,143
7540,2,15
7540,3,60
7540,4,24
7540,5,23
7540,6,5
10648,1,398
10648,2,96
10648,3,447
10648,4,220
10648,5,96
10648,6,32
1992,1,522
1992,2,0
1992,3,257
1992,4,32
1992,5,16
1992,6,66
7851,1,161
7851,2,0
7851,3,253
7851,4,199
7851,5,191
7851,6,122
8594,1,112
8594,2,0
8594,3,6
8594,4,2
8594,5,1
8594,6,14
7059,1,483
7059,2,84
7059,3,398
7059,4,205
7059,5,84
7059,6,241
2815,1,7
2815,2,5
2815,3,39
2815,4,17
2815,5,15
2815,6,37
2416,1,789
2416,2,25
2416,3,420
2416,4,16
2416,5,38
2416,6,0
7999,1,1239
7999,2,17
7999,3,413
7999,4,23
7999,5,34
7999,6,17
9213,1,4
9213,2,1
9213,3,5
9213,4,2
9213,5,0
9213,6,3
9697,1,335
9697,2,42
9697,3,127
9697,4,28
9697,5,5
9697,6,5
3916,1,639
3916,2,8
3916,3,166
3916,4,11
3916,5,8
3916,6,58
2021,1,563
2021,2,76
2021,3,384
2021,4,84
2021,5,192
2021,6,89
1581,1,2
1581,2,0
1581,3,8
1581,4,2
1581,5,2
1581,6,3
564,1,746
564,2,8
564,3,125
564,4,11
564,5,8
564,6,8
6619,1,22
6619,2,1
6619,3,13
6619,4,4
6619,5,0
6619,6,4
9081,1,4
9081,2,1
9081,3,6
9081,4,4
9081,5,1
9081,6,9
178,1,478
178,2,0
178,3,193
178,4,110
178,5,75
178,6,117
916,1,20
916,2,3
916,3,4
916,4,2
916,5,0
916,6,2
5512,1,451
5512,2,0
5512,3,39
5512,4,0
5512,5,4
5512,6,24
8970,1,371
8970,2,22
8970,3,39
8970,4,6
8970,5,0
8970,6,92
10581,1,281
10581,2,7
10581,3,84
10581,4,15
10581,5,0
10581,6,119
5300,1,19
5300,2,7
5300,3,19
5300,4,0
5300,5,1
5300,6,24
5154,1,26
5154,2,3
5154,3,13
5154,4,2
5154,5,10
5154,6,0
8346,1,138
8346,2,15
8346,3,35
8346,4,25
8346,5,11
8346,6,72
1676,1,213
1676,2,2
1676,3,44
1676,4,0
1676,5,2
1676,6,5
9286,1,407
9286,2,28
9286,3,100
9286,4,120
9286,5,74
9286,6,18
2426,1,483
2426,2,74
2426,3,114
2426,4,169
2426,5,37
2426,6,18
5172,1,738
5172,2,0
5172,3,232
5172,4,13
5172,5,20
5172,6,50
5562,1,502
5562,2,12
5562,3,109
5562,4,16
5562,5,6
5562,6,90
3436,1,11
3436,2,0
3436,3,5
3436,4,2
3436,5,1
3436,6,1
3921,1,24
3921,2,1
3921,3,108
3921,4,29
3921,5,29
3921,6,14
3403,1,1170
3403,2,19
3403,3,594
3403,4,99
3403,5,76
3403,6,134
22,1,185
22,2,2
22,3,88
22,4,15
22,5,5
22,6,14
10965,1,983
10965,2,20
10965,3,389
10965,4,240
10965,5,50
10965,6,40
9426,1,691
9426,2,0
9426,3,69
9426,4,10
9426,5,0
9426,6,130
6605,1,504
6605,2,13
6605,3,131
6605,4,8
6605,5,0
6605,6,26
3136,1,317
3136,2,25
3136,3,265
3136,4,25
3136,5,19
3136,6,12
8737,1,29
8737,2,1
8737,3,9
8737,4,2
8737,5,0
8737,6,2
11088,1,1396
11088,2,0
11088,3,322
11088,4,46
11088,5,35
11088,6,17
716,1,529
716,2,0
716,3,356
716,4,63
716,5,28
716,6,0
466,1,388
466,2,14
466,3,218
466,4,91
466,5,14
466,6,21
9135,1,13
9135,2,2
9135,3,21
9135,4,4
9135,5,0
9135,6,24
10623,1,28
10623,2,0
10623,3,4
10623,4,0
10623,5,0
10623,6,0
8151,1,16
8151,2,36
8151,3,21
8151,4,20
8151,5,62
8151,6,108
5140,1,1047
5140,2,0
5140,3,140
5140,4,67
5140,5,38
5140,6,153
10160,1,31
10160,2,0
10160,3,7
10160,4,2
10160,5,0
10160,6,6
4945,1,815
4945,2,10
4945,3,239
4945,4,28
4945,5,10
4945,6,108
10584,1,225
10584,2,162
10584,3,387
10584,4,106
10584,5,36
10584,6,29
6071,1,493
6071,2,70
6071,3,324
6071,4,146
6071,5,40
6071,6,84
3386,1,34
3386,2,4
3386,3,66
3386,4,3
3386,5,10
3386,6,20
8939,1,382
8939,2,138
8939,3,65
8939,4,60
8939,5,26
8939,6,59
9925,1,127
9925,2,1
9925,3,56
9925,4,0
9925,5,1
9925,6,31
4320,1,325
4320,2,83
4320,3,300
4320,4,86
4320,5,58
4320,6,91
5389,1,238
5389,2,17
5389,3,68
5389,4,8
5389,5,10
5389,6,6
6036,1,1168
6036,2,92
6036,3,408
6036,4,72
6036,5,129
6036,6,55
182,1,284
182,2,0
182,3,55
182,4,0
182,5,6
182,6,52
203,1,1288
203,2,20
203,3,613
203,4,80
203,5,61
203,6,27
11025,1,65
11025,2,0
11025,3,46
11025,4,4
11025,5,3
11025,6,20
10203,1,11
10203,2,7
10203,3,9
10203,4,3
10203,5,1
10203,6,11
4607,1,227
4607,2,23
4607,3,389
4607,4,42
4607,5,21
4607,6,75
3711,1,1035
3711,2,134
3711,3,670
3711,4,25
3711,5,38
3711,6,0
3696,1,27
3696,2,1
3696,3,12
3696,4,2
3696,5,0
3696,6,10
2532,1,982
2532,2,73
2532,3,351
2532,4,56
2532,5,14
2532,6,175
9214,1,179
9214,2,2
9214,3,64
9214,4,38
9214,5,17
9214,6,58
4943,1,1379
4943,2,33
4943,3,216
4943,4,0
4943,5,33
4943,6,66
35,1,32
35,2,1
35,3,64
35,4,16
35,5,12
35,6,85
2258,1,8
2258,2,4
2258,3,15
2258,4,7
2258,5,6
2258,6,2
4322,1,881
4322,2,38
4322,3,319
4322,4,16
4322,5,25
4322,6,12
713,1,141
713,2,15
713,3,153
713,4,67
713,5,31
713,6,35
4702,1,1000
4702,2,155
4702,3,379
4702,4,224
4702,5,17
4702,6,120
3281,1,206
3281,2,10
3281,3,67
3281,4,30
3281,5,27
3281,6,71
702,1,162
702,2,61
702,3,83
702,4,97
702,5,57
702,6,61
2004,1,619
2004,2,54
2004,3,260
2004,4,127
2004,5,54
2004,6,54
4769,1,456
4769,2,4
4769,3,24
4769,4,0
4769,5,0
4769,6,9
4437,1,112
4437,2,6
4437,3,92
4437,4,3
4437,5,9
4437,6,38
8724,1,11
8724,2,3
8724,3,22
8724,4,2
8724,5,2
8724,6,6
10741,1,172
10741,2,12
10741,3,112
10741,4,8
10741,5,0
10741,6,15
1991,1,78
1991,2,0
1991,3,11
1991,4,0
1991,5,0
1991,6,7
6931,1,464
6931,2,151
6931,3,292
6931,4,65
6931,5,60
6931,6,30
11096,1,99
11096,2,4
11096,3,32
11096,4,37
11096,5,54
11096,6,6
304,1,19
304,2,3
304,3,19
304,4,4
304,5,5
304,6,26
3665,1,1
3665,2,9
3665,3,8
3665,4,11
3665,5,3
3665,6,22
10591,1,63
10591,2,10
10591,3,83
10591,4,7
10591,5,19
10591,6,19
5036,1,252
5036,2,3
5036,3,42
5036,4,4
5036,5,3
5036,6,102
5547,1,1478
5547,2,19
5547,3,403
5547,4,0
5547,5,19
5547,6,0
7822,1,198
7822,2,18
7822,3,252
7822,4,32
7822,5,108
7822,6,54
8541,1,8
8541,2,4
8541,3,10
8541,4,6
8541,5,7
8541,6,6
10955,1,416
10955,2,46
10955,3,925
10955,4,60
10955,5,107
10955,6,46
4368,1,42
4368,2,7
4368,3,43
4368,4,20
4368,5,12
4368,6,10
9671,1,14
9671,2,3
9671,3,21
9671,4,2
9671,5,1
9671,6,28
2256,1,17
2256,2,0
2256,3,3
2256,4,0
2256,5,0
2256,6,1
4279,1,15
4279,2,4
4279,3,10
4279,4,3
4279,5,4
4279,6,18
5371,1,6
5371,2,16
5371,3,24
5371,4,11
5371,5,0
5371,6,34
9240,1,458
9240,2,0
9240,3,24
9240,4,6
9240,5,4
9240,6,34
9460,1,30
9460,2,3
9460,3,47
9460,4,19
9460,5,21
9460,6,42
9504,1,179
9504,2,28
9504,3,520
9504,4,111
9504,5,123
9504,6,47
8692,1,90
8692,2,17
8692,3,97
8692,4,15
8692,5,6
8692,6,15
448,1,308
448,2,85
448,3,137
448,4,102
448,5,45
448,6,118
8314,1,557
8314,2,129
8314,3,761
8314,4,29
8314,5,185
8314,6,111
8420,1,7
8420,2,4
8420,3,13
8420,4,15
8420,5,8
8420,6,17
3174,1,1492
3174,2,38
3174,3,287
3174,4,50
3174,5,57
3174,6,33
7685,1,30
7685,2,8
7685,3,12
7685,4,8
7685,5,8
7685,6,12
3179,1,249
3179,2,153
3179,3,940
3179,4,58
3179,5,134
3179,6,38
9780,1,465
9780,2,25
9780,3,132
9780,4,136
9780,5,0
9780,6,37
10681,1,129
10681,2,129
10681,3,259
10681,4,168
10681,5,121
10681,6,83
10232,1,174
10232,2,18
10232,3,81
10232,4,28
10232,5,6
10232,6,24
4184,1,189
4184,2,2
4184,3,29
4184,4,3
4184,5,2
4184,6,40
9120,1,747
9120,2,10
9120,3,161
9120,4,65
9120,5,40
9120,6,42
891,1,6
891,2,0
891,3,2
891,4,2
891,5,0
891,6,1
10381,1,14
10381,2,0
10381,3,3
10381,4,0
10381,5,0
10381,6,4
3525,1,12
3525,2,0
3525,3,4
3525,4,0
3525,5,0
3525,6,1
6818,1,98
6818,2,0
6818,3,106
6818,4,49
6818,5,10
6818,6,106
3526,1,32
3526,2,0
3526,3,5
3526,4,0
3526,5,0
3526,6,1
8181,1,51
8181,2,12
8181,3,49
8181,4,17
8181,5,24
8181,6,24
1029,1,200
1029,2,5
1029,3,44
1029,4,0
1029,5,10
1029,6,20
7369,1,25
7369,2,6
7369,3,25
7369,4,6
7369,5,0
7369,6,0
2574,1,1050
2574,2,12
2574,3,144
2574,4,0
2574,5,0
2574,6,24
8159,1,117
8159,2,0
8159,3,22
8159,4,13
8159,5,0
8159,6,30
1160,1,9
1160,2,4
1160,3,17
1160,4,10
1160,5,2
1160,6,7
10242,1,56
10242,2,0
10242,3,11
10242,4,0
10242,5,0
10242,6,8
5253,1,145
5253,2,13
5253,3,46
5253,4,17
5253,5,2
5253,6,4
5966,1,203
5966,2,0
5966,3,10
5966,4,0
5966,5,0
5966,6,2
5314,1,270
5314,2,3
5314,3,27
5314,4,39
5314,5,6
5314,6,99
5081,1,9
5081,2,0
5081,3,16
5081,4,6
5081,5,6
5081,6,10
5123,1,37
5123,2,12
5123,3,23
5123,4,8
5123,5,11
5123,6,52
5756,1,46
5756,2,0
5756,3,7
5756,4,0
5756,5,0
5756,6,2
8036,1,31
8036,2,1
8036,3,13
8036,4,7
8036,5,2
8036,6,9
9058,1,1060
9058,2,21
9058,3,530
9058,4,32
9058,5,0
9058,6,224
5057,1,264
5057,2,47
5057,3,188
5057,4,54
5057,5,47
5057,6,11
254,1,399
254,2,4
254,3,30
254,4,6
254,5,4
254,6,30
4179,1,8
4179,2,9
4179,3,9
4179,4,2
4179,5,5
4179,6,22
3710,1,19
3710,2,0
3710,3,35
3710,4,6
3710,5,4
3710,6,17
7627,1,817
7627,2,183
7627,3,797
7627,4,106
7627,5,163
7627,6,20
4501,1,292
4501,2,127
4501,3,635
4501,4,132
4501,5,127
4501,6,165
6424,1,12
6424,2,6
6424,3,2
6424,4,11
6424,5,2
6424,6,16
3075,1,130
3075,2,30
3075,3,168
3075,4,20
3075,5,34
3075,6,0
4992,1,6
4992,2,4
4992,3,16
4992,4,3
4992,5,10
4992,6,30
5252,1,16
5252,2,12
5252,3,18
5252,4,7
5252,5,1
5252,6,13
7444,1,19
7444,2,0
7444,3,9
7444,4,0
7444,5,0
7444,6,2
6919,1,4
6919,2,7
6919,3,15
6919,4,13
6919,5,9
6919,6,15
3537,1,31
3537,2,3
3537,3,31
3537,4,2
3537,5,8
3537,6,4
10277,1,36
10277,2,0
10277,3,2
10277,4,0
10277,5,0
10277,6,4
2453,1,526
2453,2,28
2453,3,135
2453,4,10
2453,5,21
2453,6,99
7972,1,400
7972,2,32
7972,3,519
7972,4,71
7972,5,75
7972,6,54
895,1,410
895,2,16
895,3,114
895,4,0
895,5,5
895,6,49
1177,1,80
1177,2,3
1177,3,26
1177,4,4
1177,5,2
1177,6,14
7141,1,88
7141,2,10
7141,3,46
7141,4,2
7141,5,3
7141,6,64
7232,1,55
7232,2,0
7232,3,6
7232,4,2
7232,5,0
7232,6,4
8477,1,5
8477,2,1
8477,3,13
8477,4,3
8477,5,5
8477,6,1
2457,1,8
2457,2,4
2457,3,5
2457,4,15
2457,5,2
2457,6,11
988,1,410
988,2,0
988,3,592
988,4,147
988,5,22
988,6,22
7930,1,101
7930,2,13
7930,3,76
7930,4,20
7930,5,18
7930,6,40
4587,1,162
4587,2,25
4587,3,53
4587,4,16
4587,5,0
4587,6,10
6682,1,2
6682,2,8
6682,3,1
6682,4,4
6682,5,7
6682,6,15
6222,1,25
6222,2,0
6222,3,8
6222,4,2
6222,5,0
6222,6,2
10299,1,389
10299,2,91
10299,3,248
10299,4,64
10299,5,49
10299,6,41
3083,1,215
3083,2,13
3083,3,87
3083,4,17
3083,5,17
3083,6,24
8953,1,27
8953,2,0
8953,3,5
8953,4,0
8953,5,0
8953,6,3
1503,1,85
1503,2,1
1503,3,16
1503,4,2
1503,5,1
1503,6,2
8650,1,5
8650,2,6
8650,3,10
8650,4,6
8650,5,5
8650,6,10
10862,1,179
10862,2,8
10862,3,83
10862,4,19
10862,5,11
10862,6,26
2782,1,352
2782,2,0
2782,3,27
2782,4,10
2782,5,0
2782,6,15
6941,1,17
6941,2,8
6941,3,12
6941,4,11
6941,5,15
6941,6,32
10972,1,625
10972,2,35
10972,3,169
10972,4,58
10972,5,17
10972,6,35
10708,1,10
10708,2,6
10708,3,11
10708,4,0
10708,5,4
10708,6,2
6583,1,390
6583,2,22
6583,3,323
6583,4,104
6583,5,35
6583,6,107
3641,1,10
3641,2,2
3641,3,15
3641,4,2
3641,5,1
3641,6,6
10156,1,215
10156,2,63
10156,3,507
10156,4,231
10156,5,31
10156,6,190
4299,1,1001
4299,2,17
4299,3,572
4299,4,93
4299,5,125
4299,6,17
3469,1,19
3469,2,18
3469,3,33
3469,4,24
3469,5,1
3469,6,8
5063,1,41
5063,2,5
5063,3,129
5063,4,10
5063,5,3
5063,6,3
10727,1,1181
10727,2,107
10727,3,199
10727,4,39
10727,5,30
10727,6,30
9624,1,603
9624,2,45
9624,3,207
9624,4,36
9624,5,18
9624,6,54
5156,1,129
5156,2,129
5156,3,259
5156,4,168
5156,5,121
5156,6,83
4376,1,10
4376,2,24
4376,3,15
4376,4,13
4376,5,1
4376,6,30
8923,1,514
8923,2,22
8923,3,732
8923,4,42
8923,5,198
8923,6,79
8461,1,14
8461,2,0
8461,3,1
8461,4,0
8461,5,0
8461,6,1
6945,1,387
6945,2,20
6945,3,713
6945,4,38
6945,5,54
6945,6,163
944,1,121
944,2,103
944,3,69
944,4,8
944,5,44
944,6,48
1907,1,965
1907,2,69
1907,3,279
1907,4,54
1907,5,41
1907,6,69
701,1,707
701,2,21
701,3,250
701,4,85
701,5,43
701,6,73
3856,1,571
3856,2,50
3856,3,142
3856,4,33
3856,5,50
3856,6,159
4149,1,586
4149,2,66
4149,3,653
4149,4,17
4149,5,0
4149,6,26
2131,1,1063
2131,2,89
2131,3,102
2131,4,16
2131,5,12
2131,6,25
2942,1,305
2942,2,3
2942,3,27
2942,4,4
2942,5,3
2942,6,144
1173,1,1200
1173,2,105
1173,3,758
1173,4,0
1173,5,42
1173,6,147
4381,1,163
4381,2,2
4381,3,40
4381,4,8
4381,5,11
4381,6,11
4611,1,1009
4611,2,181
4611,3,104
4611,4,202
4611,5,21
4611,6,207
3376,1,125
3376,2,6
3376,3,73
3376,4,8
3376,5,4
3376,6,19
4679,1,721
4679,2,0
4679,3,152
4679,4,119
4679,5,50
4679,6,50
10928,1,315
10928,2,4
10928,3,62
10928,4,41
10928,5,31
10928,6,146
4248,1,1000
4248,2,19
4248,3,711
4248,4,125
4248,5,115
4248,6,38
6728,1,16
6728,2,0
6728,3,17
6728,4,6
6728,5,3
6728,6,6
6661,1,757
6661,2,80
6661,3,217
6661,4,29
6661,5,80
6661,6,11
4725,1,30
4725,2,2
4725,3,25
4725,4,0
4725,5,1
4725,6,9
3277,1,219
3277,2,3
3277,3,100
3277,4,26
3277,5,0
3277,6,17
5555,1,1
5555,2,1
5555,3,1
5555,4,1
5555,5,1
5555,6,1
2564,1,111
2564,2,3
2564,3,28
2564,4,2
2564,5,6
2564,6,15
946,1,45
946,2,47
946,3,52
946,4,21
946,5,20
946,6,25
3867,1,410
3867,2,112
3867,3,420
3867,4,0
3867,5,82
3867,6,71
6940,1,100
6940,2,1
6940,3,39
6940,4,6
6940,5,1
6940,6,76
55,1,509
55,2,0
55,3,65
55,4,7
55,5,11
55,6,5
7093,1,3
7093,2,6
7093,3,5
7093,4,0
7093,5,2
7093,6,6
5084,1,445
5084,2,53
5084,3,213
5084,4,104
5084,5,98
5084,6,151
1777,1,2
1777,2,2
1777,3,11
1777,4,41
1777,5,7
1777,6,11
8162,1,4
8162,2,1
8162,3,11
8162,4,6
8162,5,2
8162,6,2
10826,1,6
10826,2,1
10826,3,7
10826,4,23
10826,5,4
10826,6,19
8754,1,14
8754,2,0
8754,3,3
8754,4,0
8754,5,0
8754,6,3
1987,1,1
1987,2,10
1987,3,11
1987,4,19
1987,5,3
1987,6,15
11007,1,26
11007,2,0
11007,3,6
11007,4,0
11007,5,0
11007,6,2
7426,1,111
7426,2,16
7426,3,37
7426,4,7
7426,5,9
7426,6,18
9153,1,418
9153,2,61
9153,3,428
9153,4,80
9153,5,51
9153,6,10
10379,1,327
10379,2,9
10379,3,122
10379,4,19
10379,5,14
10379,6,83
9204,1,371
9204,2,159
9204,3,194
9204,4,58
9204,5,106
9204,6,141
3197,1,275
